order_vendor_dbname,order_vendor_dbname
crisandstylos_160848132,10
crishop_1657977305,3
crisshopping_1447433050,5
cristalshopcolombia_1604353947,14
cristalstore_1490664954,4286
cristiandanilo_269508720,5
cristianhelp_1027385156,1
cristianstore10_115217383,21
cristytiendavirtual_804837825,17
croatta_685847326,56
croket_1529149263,14
cromopellcolombia_818455504,3
cromoterapia_684819019,33
cronocartagena_810276716,2
cronostutiempo_296335586,5
crsexshop_708000470,2
crypaovstores_1227304981,1
crystaldrops_447271185,5
ctpcuidapiel_552846566,9
ctstore_1528632231,2
cuadracolombia_1581131281,2
cuadrosspace_170679633,63
cualestuesencia_1084349778,4
cuban_1430248163,2
cubicos_236683193,21
cuboexpress_1329264030,4
cubrelechosmumir_1481093029,5
cubystore_376191074,11
cucutashop_1045994075,1
cuerporadiante_735076114,1
cuidadointegral_339567872,6
cuidamostubelleza_432017364,28
curazostore_1254086391,217
curiosidadesdejuan_810465448,18
curiosidadesonline_511211685,8
curubas_501558523,41
curubashop_778451179,92
cutestyle_505097399,37
cutesuit_850512122,137
cutiesvirtualshop_211757422,1472
cvmodayestilo_1141389987,16
cyberart_636017670,1
cybercompra_484817255,1
cybermonterrey_1685988222,4
cybershop_450406245,3
cybershoponline_670418585,2
cybershoppingcolombia_498197614,33
cybertrends_66836170,8
cycas_1329810245,3
cylonlyshop_1608068837,19
cymdstore_1605588728,33
cymstore_1478293063,4
dacashoes_242096207,5
dacisstore_622162344,1
dadashopcom_1671376161,37
dafershop_879659896,2
dagonline_378886145,1
dagoshop_1675056626,5
dagu_485342145,5
dahiastore_1126357912,69
dainamojoyeria_1202185722,6
daishoppyn_1606488783,13
daitystore_892925382,1
dajaen_47750979,2
dajarego_574789708,2
dajeyshoes_1579500179,209
dajoshoes_1663929583,3
dajushoes_336333907,1
dakimtiendaderegalos_395781378,1
dakotastore_1186937006,1
dalas_798920426,3
dalconshop_1345962808,1
daliks_1424946267,22
dalkid_756340482,10
dalmava_846453393,1
damacolombia_92338279,4
damajustore_1675383300,1
damaluan_1021235430,293
damiselastore_323226739,31
damoncompany_1399789981,45
dangelo_1046182975,1
dangelstore_571898189,1
danibermon_282679594,4
danidebeauty_196404896,16
danielastore98_1073936988,16
danielshops_971575739,46
danielsstore_1425417222,5
danielstorwe_1399338417,4
daniortizmolina_1219624172,3
danisanin_1212306019,25
danishopboyaca_959659575,5
danistore_1301144047,24
dannalomasbonito_1000467290,25
dannaog_1189515361,2
danteshopco_1040672415,5
danyluc_833892968,52
danystore_1441616481,100
dapacompany_1079013500,1
daramiastore_1113903436,66
daramishop_404480954,63
darbetstore_1570162934,602
dari_275558860,15
darigarcia_1078162419,79
dariocfernandez_1634640970,181
darlynyulieth_986826116,2
dasantstore_989398647,8
dashalilenceriaparatuhogar_1019883299,7
dashmartstore_1600949638,1
dattistore_1394466066,11
davidshop_93174688,14
dawigkids_1310350841,4
dawigkids_1616850933,7
dawistore_1346655373,2
dayanaramosskincare_407135213,5
dayansarace_554913092,2
daydin_465714310,2
daystore_339793019,28
daytonaraptordetailing_1553375465,1050
dazstore_501326420,21
dazzlemart_1306825932,3
dbhome_510060702,9
dborahbeauty_891412860,4
dcm_882261029,1
dcnmultitiendaonline_818226532,14
dctiendavirtual1_1630574502,1
ddbabies_218281013,51
dduranme_334403340,7
dealerboy_193732719,10
deaxy_366219377,1
decision_155977985,4
decoart_1421118354,3
decoartcuadrosdecorativos_1369312614,8
decogar_1641708206,1
decomprascali_171396278,13
decomprasstore_1319208876,1
decoracionesexperienciatop_1667756411,1
decoracionrustic_122158701,25
decoracionyarte08_1459500255,1
decormax_1577694175,5
deepbluestore_431107123,3
deforma_170684440,4
deiverstore_243222626,10
dekoartesanal_1085035682,5
delacasatienda_302463020,8
deleven_1020535488,36
delirios979_906986399,199
deliriumtechnology_1638345976,13
deltastoreseries_1121273078,3
deltatex_1060639251,6
deluxebeauty_877967212,40
deluxestore_900429183,4
deniseonlineshop_720036008,3
deonline2510_1572787698,35
deopatri_1446851960,3
deorifashionstore_697197408,1
depara_1469765475,11
deportesjuan_820290820,11
deportivoscalderonstore_834249314,11
deportivoscol_1585807925,7
deportivosvr_627801669,912
derekshop_456003361,5
derematecom_152825091,2
derochastore_1564661961,116
derveimportaciones_1268520846,439
dervestore_760977762,100
descanso_1589768058,1
descuentosdelujo_1546132849,17
descuentosshop_1358477605,23
descuentosstore_538197578,1
descuentoswish_1452708593,2
descuentosxmonton_249031517,13
descuentoya_976329587,52
deseomagico_652954768,69
deshopy_264749262,10
desingsportrm_151703548,2
destapedigital_1298389398,1
destellodeluna_1250046159,1
destellos_236572599,1
destellosvariedades_1053324029,4
detalle3d_1098359923,13
detalles_1231098532,4
detallesmaranatha_18607812,2
detallesmiluz_164727122,1
detodito1954_1512886905,4
detodito_1044797404,25
detodito_227205250,4
detodito_406081059,4
detoditoahora_1300771755,4
detoditobarato_1367356351,223
detoditobarato_883815843,93
detoditoparatuhogar_1432344238,3
detoditovale_1428998741,1
detodocolombia_236062056,28
detodoenunmismolugar_291576118,3
detodoonlinecom_880454702,5
detodostore_706165606,17
detodounpoco_1192936161,387
detodounpoco_77253649,1
detodounpocovirtualstore_888204424,6
detodounpoquitomirame_582384863,1
detout28_1238863750,221
detoxtotal_1241068091,1
deunashop_178835535,338
devshop_1460783389,369
dexter_1190165717,1
deycegp_411489845,13
deylop_1454410926,23
deysastore_1307488571,1
deysijohanags_903531709,1
dgcomprasonline_1619979669,2
dgmstore_298753867,11
dgsec2023_1467524208,1755
dgsecpostventarochy_1433264626,12
dgstore_1682162084,2
dh24store_269010943,42
dhansanisas_255338153,1
dharma_334632518,37
dhpronutricion_1470938346,3
diamante_411824762,1
diamantepasionymoda_500216239,138
diamantestore_843502136,1
diamondcollection_465503925,13
diamondshopping_313408793,1
diamondsimportaciones_43149705,20
dianacastillaboutique_312609220,1
dianaestilo_246508895,1
dianaflorez25_526002870,16
dianalocatelli_375576198,108
dianalozano_931649434,3
dianaoviedo_631143728,39
dianapiscciotti_245837189,5
diavolosexshop_1555654456,25
dibene_650927974,14
dicamo_1546383838,2
dichopper_107898525,1
diegojuniors_337303964,18
dieselobd2_1042604946,4
differentshop_859894173,57
digitalbeautystore_656197125,1
digitalcenter_838178141,2
digitalexpress_1162849208,124
digitalmarkets_112581261,272
digitalplusstore_858865454,26
digitalstore_1506840290,1
digitaltrendytech_1231621763,7
digitalworldjc_1502433192,8
digitecommercecreative_108702841,122
digytalcolombia_1354425666,420
digytalcolombiaonline_783992311,427
dihercol_14892646,100
dijantienda_680429364,168
dikcan_1124452468,45
dilanbeautystore_1319120790,36
dilanpstore_639812288,264
diliansmodawomen_1126042861,30
diloconregalos_675758877,2
dimarch_1538630091,433
dimariostore_24272391,897
dimarket_319552881,3
dimenatproductosnaturales_1390344308,37
dinamiconlineco_1180797993,181
dinamictienda_643573040,19
dinemom_440061384,2
dinemomcom_747942617,1
dinssi1_743316420,731
diondiamanteonline_475569936,140
directaofertas_686221697,3
disasatrendyshop_1540404999,2
disatech_1550939075,15
disenoperfecto_414852189,22
disenosnavia_1134683982,16
disenoymodas_730719692,150
disenoyvariedadesfc_84551524,233
disfrutaarreglosfrutales_1187800277,16
disprocostajuguetes_126807153,20
distracting_157830175,81
distribasic_1111665517,1
distribrazilcocoa_118598289,235
distribuccionesronycode_790214457,2
distribucionesalvbet_1326456948,2
distribucionesarrieta_1462250944,1
distribucionesarrieta_1489835906,1
distribucionesaz_1297629921,49
distribucionesbm_1279031601,1
distribucionesdhe_707800758,10
distribucionesguz_472380384,59
distribucioneshometraining_1404372180,291
distribucionesjireh_739653153,1
distribucionesmar_1501998262,2
distribucionesmartin_1258469573,1
distribucionesmaxlizocol_283306817,55
distribucionesnabel_371214247,8
distribucionesnacionales_1237395952,3
distribucionesnayis_912977319,1
distribucionespl_918753210,7
distribucionesreyes_1041623170,55
distribucionesriveros_833196471,222
distribucioneszamirhaj1_478211666,18
distribuidoracabellomagicosas_1264562690,28
distribuidoracb_1097575329,4
distribuidoracomercialmoana_1219801841,8
distribuidoraconsmeticnaturals_1655691086,218
distribuidoradarfer_8794135,20
distribuidoradigital_424215915,17
distribuidoradyd_45345471,1209
distribuidorafitonarurales_650881407,1
distribuidorahd_552516240,4
distribuidorajahdai_273438340,10
distribuidoramyc_927730502,2
distribuidoraraqui_445297199,23
distribuidoraruan_395856441,1
distribuidorasagilferreteria_1513813457,47
distribuidorasamircastillosas_398418739,189
distribuidorashoponline_366417469,18
distribuidoratencoroca_1199197738,1
distribuidoravariedadesgiraldo_1663836359,2
distribuidoravlas_324883766,2
distribuidoravr_12593965,1159
distribuidorayali_1004495703,4
distribuidormundial_1554526324,1
districalzado_521720668,19
districol_195700482,1
districolombiaa_22315702,38
distrihabicius_577330752,153
distriherramientas1_569077731,190
distrihogares_1417963030,3
distrihogarhs_657724607,1
distrihome11_613984046,2
distrihuilafufrapu_1448172243,10
distriinca_1310324000,7
distrilinik_625365687,1
distrimarcas_715309896,23
distriofertas_35400759,1
distrionlinevariedades_322375697,2
distriorzap_603139058,2
distrisara_475281278,1
distrisebasshop_1583458780,8
distrisellos_477699732,1
distrishopcolbelleza_1094225702,15
distritoromayorista_243192543,4
distrivari_925961877,2
distrivariedadesmora_715757375,47
distrivmx_652749728,46
distrubucionesmintstore_332420596,903
distrymercado_1046892359,63
dithan_964848157,154
ditutoo_825966529,2
dituttounpo_1671480569,1
divagoshopiing_237093344,1
divastore_610455009,3
divavirtual_152685684,57
divernushop_830920571,1
diversityshop_1226934846,88
diversocol_948004624,24
diverzoaccesorios_331908582,23
diverzone_420030107,1
divinelystore902f_282050431,23
divino_1223718350,18
divinotechnology_654617082,4
divocishop_1497475567,4
diwababystore_1595631007,4
dizzo_883272370,1
djdayjo_490894940,1
djfashionshop_753208830,58
djshoescucuta_673191111,17
djtecnology_1145959213,40
djtecnoonline_345725411,1
dkarol_1367851279,47
dkarolstore_1514645718,2
dkarolstore_335620308,27
dlstore_1338191181,148
dmarkonline1_763520354,52
dmarkonline_1610133669,628
dmarkonline_420998526,131
dmarkonline_76832226,140
dmarkonlinesas_1459092994,178
dmarksas_1665354661,102
dmctechnology_137053767,1
dmelysstore_663544608,1
dmhosting_1622633193,14
dmstore_516283937,1
dmyshop_334235793,1
dmz23_1246360642,235
dnotto_1155223224,224
dobleaimportaciones_642510214,1
doblehstore_1383323913,5
doblenitroeshop_98834582,1
doctorprice_1245824852,2
dohashoes_609957569,47
dolcevittoriastore_897621409,11
dollarshop_1546258782,1
dollzafi_412772280,1
domiclickcom_100798222,3
domiya_1485034854,4
donatella_284218682,231
doncipriano_750528068,4
dondelamona_860357067,11
dondesebas_1536276322,1
dondetihago_498260153,5
donjara_1533997435,3
donjaracomercializadora_790104694,2
donpablo_148698492,85
dontgiveup_447791731,2
dontoroonline_760623522,6
donveci_1307493948,1
doomoscars_328699252,29
doradotienda_1292656207,5
dorella_270469224,127
doritafit_415976856,6
dosonet_1095956474,17
dosujjn_109463905,9
dotacionesbioseguridadpereira_632181188,11
douglcast_1304197016,471
dpradastyle_146509011,1
dptiendaonline_429874876,4
dragonbikers_356986340,4
dreamerdelivery_521909237,6
dreamnight_1478853559,26
dreamsanddreasm_962624932,1
dreamstore_205769954,6
dresscol_1056632771,347
dreystore_348186382,2
drimarstore_111304691,17
drivy_300840528,2
dropandy_979216043,3
dropishop_222974573,1
droplatam_51183144,69
dropshippingfusa_1531929296,8
dropshop2u_69371148,105
dropsi_1302632928,3
dropworldwideacademy_54405217,3
droxep_610313846,3
drplon_965140131,15
drshop20_62981684,486
dshopping_1532395038,546
dstorecolombia_962692025,2
dtdjeans_1511267609,95
dtic_1447606091,15
dtodoshop_541070930,1
dtodounpoco_386143062,1
dtsshopplus_258256059,21
dubai_304613256,16
duenas09_1276982892,15
duguzjastore_607849317,3
duil_464486342,3
dukesshops_1487047586,1
dulceamortiendainfantil_411622705,7
dulcebaby_763199970,1
dulcebelleza_1037757814,7
dulceencanto_236325341,6
dulcemary_1100548950,21
dulcerouse_1138098553,2
dulcespeluditos_1633493866,114
dulceycoqueta_650071097,1
dumanis_799886146,15
duoteam_1331155674,4
dupfindes_1005101843,320
duqueoutletfit_344172129,11
durcastfamily_1522697070,1
duvanstore_59898585,5
duveshi_1658768222,7
duvishop_393022436,6
dvtdescuentos_369274219,1
dwinsdistribuciones_1556109590,37
dxndigitalcolombia_70373955,1
dxraplateria_627568428,87
dyfstore_304687689,87
dylanstore2017_1584535827,28
dylperfumeria_1196095211,15
dymitriaccesorios_256806535,30
dynamicstore_151240788,1
dynamicventas_365677997,18
dzeasyshopping_899719449,75
dzirestore_1118148754,134
e3bs_1261137410,1
eadistribuciones_1000693774,6
eaglestorecol_1355858116,10
eaimportaciones_122147498,113
eaptiendaonline_1121075583,1
easyandsafe_1376662921,6
easyclic_176074485,67
easyshop_1599440198,1
easyshopcolombia_1078139112,1
easystore_1011716356,276
easystoreek_952040883,2
eautwebshop_1502860626,3
eaystore33_357904098,1
ebejicocomercial_672395073,4
eboomerang_394070028,48
ebrok_694552058,9
ecarprepago_1564942347,1
eckan_447972714,4
eco5shop_22836107,1
ecomarstore_416222990,4
ecommerceexpertsas_1397534550,6
ecommercolombia_39894140,116
econly_692049851,2
economix_1505205853,65
ecoplusvintagesas_146974888,8
ecozone_229840085,5
edenstoresas_1565810016,21
edierfjmll_1464422110,3
ediersaedy_277037127,4
ediersanchez2_369788454,3
edigital_1367552325,2
edmau_1337093595,1
edocstore_561375456,246
edredones_1527729967,18
eduinruiz_1390735293,39
edy27_894893667,3
edyaccesorios_1001804344,1
eenviogratis_976941927,2381
eglobalmarket_4206340,5
egyptianjoyas_1213065646,5
ejccdigital_1448081084,53
elacopioshop_1628721670,11
elakiut_909464615,549
elamshop_1443932317,1
elartedeadelgazar_240178832,11
elartilugio_1355954122,212
elartilugio_487446485,1
elasports_1311732487,2
elbaulazul_808302202,3
elbauldevaleria_425980354,1
elbodegaverso_373128551,1
elbodegoncom_99425794,2
elboomdelatecnologia_1050310893,7
elbuensabor_878852173,6
elbunke_1176382261,2
elbunker_431519129,10
elbunkershop_127888844,1
elbuquedeimportados_1612284017,536
elcafeverdeymas_1143812686,1
elcheferamm_268509610,8
elclickdelamoda_360367245,1
elclubdeamuka_425481442,8
elcomercianteimportados_526184835,23
elcomerciocolombiano2022_192088249,5356
elcomerciodeoscar_1110199389,3
eldesbare_475949544,81
eldesembale_1525081298,4
eldesvare_1204039020,26
eldetalleperfecto_834675750,28
eldolarcity_1224288921,4
electricauchos_1100020204,99
electricoslylmedellin_51891960,26
electrochoktecnologia_1169607335,44
electronik_994833294,3
electroniktienda_940989936,14
electropremier_255536693,71
eledtronics_1001823044,5
eleganciaatina2022_1501451920,13
eleganciasport_933958112,213
eleganciatotal_966199564,1
elegantepaso_1046987486,3
elegantshop_727339006,3
elegantstore_1663395922,1
elegantstyle_76806072,148
elegantthings_759020395,33
elektrashop_216026231,1
elenacuidadocapilar_189743701,1
elenas_1561307099,4
elencantotienda_985606116,1
eleonorshop_1454849000,1
elestoremegatiendavirtual_1029411551,7
eleva_857873179,6
elevarius_962542712,1
elfulano_804269942,2
elgangazoopita_902441685,1
elgatocuriosostore_543636224,1
elgatomorado_97932987,32
elhangar_1416715054,48
eligenos_1482356630,3
elijestutiendavirtual_1506709053,14
elimperiodelaropa_794704035,6
elimportadorfg_1578362117,1
elitestore20_1548709026,1
elitestore_877052571,184
elitestoredobleaa_1296648346,428
elitetecnologia_254991381,1
eliteurban_1343949271,11
eliteurbanstorebaq_325491874,2
elitevariedades_1610068101,3
elithclothes_179456488,131
elix_1432929589,2
elizabethduque_1525570200,2
ellencommerce_1623378151,1
elmachetazo_231459417,1
elmandelasgafas_567767639,1
elmarket_1006201534,14
elmejormart_408684957,5
elmelaoonline_609735119,1
elmilagrodedios_980368735,2
elmundoatusmanos_542052089,1
elmundodelatecnologia_478108000,1
elmundoentuhogar_61721505,48
elobo_1502111867,2
elogium7_1594047288,3
elohimshop_1172176301,2
eloizashop_868658519,1
elosonaranja_638408761,18
elotecompany_1443236298,2
elpaisastore_68021335,1
elpalaciodetusproductos_1400239394,4
elprofegamer_506090421,2
elpuntocol_1058804662,24
elpuntodelabellezanb_98598678,4
elpuntodrop_830275674,57
elrayo_222667974,37
elrematon2022_347780599,46
elrematoncom_1364001482,48
elrincondegaby_1494906258,43
elrincondelhogar_1035683205,1
elrinconvirtual_412323849,1
elsotano_444479182,5
eltesoro_823360502,3
eluniversodeyiyi_1213626683,16
elviastorewellness_231703558,1
elystore193_37609605,1
emaaestilo_1254991211,152
emandres_1258609737,260
emasiva_955430132,16
embal_1295307840,10
embelleceronline_694206106,1
emdistricol_85908995,3
emeldashop_709517930,2
emenvistore_1539998534,4
emeshop_1536078140,1
emeyemebga_1392451945,14
emfapro_305327024,7
emiliaycoco_946321066,1
emilystore_1634912170,72
emilytop_1393481571,19
eminente4_872867304,1
emiratosstore_246339851,60
emliystore_1148436475,2
emmailen_1106112377,9
emmalu_832070613,455
emmanuelstore_1159849891,11
emmanuelstore_78125631,2
emmas_1115070489,3
emmatrade_1075093596,2
emouseshoping_1492876787,5
emouseshopping_396699093,46
emperadorcalzado_70845697,60
empirebunny_192552350,454
empirecolombia_659236334,1644
empopulstore_1626774283,3
emporio21_1593348581,21
emporioaccesorios_1262218693,545
emporiodelmondodecor_21881577,1
emporiomt_692063435,2
emporioperfumeria_26846341,5
emporiostore_1432478125,279
emporiotienda_201551342,26
emporiumjh_720695016,1
emporiumtechnology_929575992,22
emprenderalexito_579700090,10
emsol_945919776,88
enaccionshop_1420484684,14
enaccionshop_168179019,23
enagua_823490097,12
enarastore_1174650787,240
encantadastore_6654623,1
encanto1982_137833838,25
encantofemenino_37232547,4
encantofuturista_726454438,5
encantolatino_915771745,4
encantostore88_425227155,25
encargalo_632332175,39
encasadigitalshop_1401828670,16
enchigaprogramaynegocios_1037573240,9
encuentralo_1084836664,1
encuentralo_1372085604,3
encuentraloyastore_190747841,1
encuentraloyatienda_1120700017,1
encuentraofertas_253852746,37
encuentratodoshop_1669388144,1
energiasolardecolombia_154755207,261
enfoquedigital_1346942320,25
enforma_6207544,113
engineershinestore_1381060894,7
enhorabuenagroupsas_1324725888,191
enigmachic_538934743,544
enjoyfulshop_468864870,35
enkuentraloaqui_622576609,3
enlacedigital_939742738,5
enlaksaonline_1002384096,4
enlazandosuenos_1525434842,1
enmdfmedellin_505059430,8
ennailen_1157960695,3
enocstore_731765188,8
enpura_365725117,1
enstusmanosstore_1604165823,36
enthussiast_649561558,23
entusmanoco_315183852,1526
entylife_205405472,25
enun2x3_54463146,215
envigaraje_30954921,1
enviogratis_223234392,2
envioonline_340595780,2
envioscolombia_1385829866,11
envioseguros_608360870,1807
eogs_961820186,107
epacolombia_106788419,29
epakeratinas_1452914055,1
epicstore_1059455848,1
equilibrio_1210506699,10
equipamientocamping_1565638327,7
equiparte_1326380307,35
equipomovilfinanciado_1587436394,344
equiposmovileswomcolombia_513319438,24
erezonlinestore_193749248,1
erosstore_1650744909,4
eroticshop_366719162,3
erotishop_51949966,29
escalaglobal_245503010,1
escalasdelbolso2_1232753782,42
escalerasbullcorpdecolombia_953929459,372
escandean_1034905126,1
escandiacusprendasmoteras_547294690,26
escurridores_811650902,1
esencial_1566909781,2
esencialesco_866521472,12
esestore_953364320,4
esgris_583305379,1
eshopegenial_804003806,6
eshopexpressstore_10916593,2
eshoppi_393846312,1
eshopping_1335836854,2
esikacolombia_1078706638,122
eskit_1352156638,5
eskolshop_196038440,9
esloj_19767300,2
esme20_282866776,1
esmeraldacolombiana_1225018689,15
esmiaboutique_616833491,1
esolutions_648189731,1
espaciodeellas_875334067,3
espacioparatuhouse_1189232473,13
espaciopc_1431230352,13
espaciosyhogar_789649418,1559
especiallyforfltnnes_831342869,132
especialparati_712537305,21
essa_903516333,1
essencialatina_1535619906,7
essentialschoices_71696882,5460
essentialshop_1138138267,392
essenzcol_656002788,7
estaciondeofertas_1624927665,6
estacionsalud_48227194,64
estampacionesjeros_1049158042,14
estampart_781124320,178
estebanstore_235437220,2
estebantiendaonline_990669970,1
estheticnovedades_535676439,7
estibaco_1056013546,4
estilcul_816518553,5
estiljold_586680970,193
estiloaunclic_1470421275,666
estilochic_744080323,4
estilofuego_556794929,106
estilofuria_68208717,55
estilomoterocolombia_1581903097,12
estilosyremodelaciones_658086489,1
estiloybelleza_812816951,179
estiloymoda_271280066,18
estiloymodaoficial_1518296555,7
estivenmarin_1574520131,75
estrelladeverano_946870438,8
estudioad_1637585089,6
etechmart_1568629918,6
etniasplaza_847215044,3
eucaliptol_1439525359,2
euforiakilla_876993813,1
euforiashop_1622569528,5
euphorieclothingbrand_1416227125,83
eurekaco_1620558767,2
evelucstore_1514265511,9
evimeria_1172283447,7
evolucion_760812988,5
excalibur_245017593,1
excelenciaexpress_1420197497,29
exclsiveimpo_1400208654,1244
exostosmonteria_182222320,12
exoticshopco_383131317,1
experiencesallforyou_823152779,3
exploraofertas_1292389227,1361
explotecno_1206641667,18
exportadoresgalenus_927255584,373
expresionesboom_554536666,20
expresscolombiafk_942969052,20
expressstore_1226147984,1
extensioneskami_322654533,2
extremebeautycolombia_1607092179,12
extremeemotion_983967523,10
eyestore_503804495,1
eymystoreshop_241393084,34
ezilestores_182465391,102
f5disenos_1079185111,29
faberhenao_1381980670,48
fabjennstore_1027673361,13
fabyprettyshoes_737052286,145
facheritxurban_1082844548,3
facialyves_660926119,6
facomexsas_1341390644,1
fajasbeautyslim_393526853,98
fajasbellisima_988488218,141
fajasdeyesogerz_1318726453,2
fajaspaellas_427141163,14
fajassbeltd_673165582,70
fajasymas_643545457,9
fajatesensual_117200169,2
familiarojas123_288109110,2
familystoretv_950934164,4
fancykidstore_1034613288,2
fandrew_108299079,12
fantashop_1687481862,30
fantasiasbisuteriayaccesorios_728371310,8
fantasiasstore_858164230,25
fantasiasyuly_233293456,348
fantasticatravels_220483191,226
fantasticonline_1426433945,10
fantasty_1474817475,12
fantasy_803033744,53
fantek_394173795,23
fanttienda_255757854,6
farmacia_585539015,11
farmarapi_1515181710,15
fashionlm_317691315,3
fashionnlook_958952818,1
fashionshoestrend_105523367,442
fashionstop_851173912,2
fashionstore05_1610928283,10
fashionstore2414_920118123,20
fashionstore2430_986746258,2
fashionstylnegretr_1586206172,196
fashionurban_1148392670,7
fashionyestiloonline_1673631318,2
fashopshop_531644205,53
fastbeauty_359318573,4
fastfindshop_805539615,9
fastmarketco_109545313,4
fastmartstore_80725173,1
faststore360_624849029,2
favoritestore_200840378,2
fcoline_1054836233,1
fdp_1318583654,1
fecodishopej_832358577,65
feelalive_1635815239,2
feelgoodstore_1287294262,48
feels_1337162866,2
fefashionstyle_333138093,23
felipee_376739033,104
felipevan123_1576772212,219
felixdeni_1428201658,1
feller_1216972108,19
felmel_176987337,1
fembeaut_758200781,7
femenino_873378114,8
femmefit_511807490,114
femmesstore_1260104097,36
fenedistore_1605799047,1
fenix_1681369185,1
fenixaccesorios_37601251,1
fenixatore_118831519,1
fenixcolombia_381494913,3
fenixindustries_60727367,9
fenixonline_433149596,6
fenixsshop_1624314552,104
fenixtore_1603956356,3
fenixwarehouse_1023401334,2196
ferbujeans_353881370,98
fercano_515333924,6
fercholed_679746261,68
ferchsstore_387276736,13
fernandacolecion_800415235,6
fernandareyes_968961112,1
fernanddashoes_71510840,34
fernandotienda_1443462581,3
fernelmariarocketfyco_535017851,8
ferreiliminarias_1189251368,1
ferreimpacto_1168154500,41
ferreluxfusagasuga_666677737,445
ferrer_1632117135,2
ferreteriaferreto_589262432,1322
ferreteriaherkulescolombia_925477449,110
ferreteriamaxtools_936643607,1
ferreteriastore_235842690,25
ferretools_382096006,13
fersal86store_198019685,17
fetishsexshop_1139381756,2
fgtecnoshop_1198968074,1
fibranco_1075283543,83
fierrostore_680767358,1
figuraperfec_1287577687,564
figurasymas_591385008,12
finanlife_1056827304,58
finezzashop_1314768110,2
finosky31_103186221,16
fiolissoap_1059077637,253
fiorirecommercio_1101411088,131
firulaisstore_532705902,1
fitmaster_163315492,17
fitnessalley_211883727,1
fitnessaludshop_1118375344,2
fitnessnaturals_1131454490,9
fitovitdistribuidora_585860565,6
fitovitdistribuidora_836526012,3
fitprox_588523414,1
fitzenith_215771257,3
fivestartmultistore_190954921,1
fjshoes_718219535,246
fjshoesstore_979028918,607
flameofertas_82451910,229
flashwebstore_608813514,1
flaynekids_74802469,13
flejadoraswn_187834189,98
flordeliss_691680824,166
florecitas_705903795,1
flowers_22900333,89
flowersjeans_1259854866,102
flowerstore_701850214,7
focoledstore_1465491209,87
fokusstore_366453448,34
follyhome_1482442095,1
fontstore_1336539133,23
foodygran_769646258,11
for4you_1043809424,14
forall_429143536,1
forallstore_1208658064,43
forceshoesco_792749908,12
forcestore_1339815302,1
formulabs_1431809133,1
forrosbd_1326294732,2
forrosymasforros_1165670867,11
fortuneshop_1354500446,7
fortunna_25054783,7
forwarddetailerpro_1320634192,3
foryoustore_58435680,5
fotoryse_206618177,6
fourbeen_147236099,1
foxbox_536167438,42
foxishop_1462450105,2
foxtech_483027230,2
fpsport_738321914,37
fraganciascontratipo_452479890,33
franciscocruzai_1476531045,6
franciscosanchez_1328051353,1
franjos_247804170,22
frankstore_1495491528,16
franpashops_838610622,24
franstilo_231705259,534
fratellas_584122863,3338
fredisstore_819889028,9
fredmarq_282669271,2
fredstore_898192517,4
freebrandlatam_615213125,1330
freedomstorevip_602330398,2
freemoda_181217078,41
freewalkurban_266122868,186
frenesistore_659635726,2
fresh_1611786688,52
fresilandia_49357994,1
fresita_1615837953,300
fresitasshoes_150908446,5
fresitavirtual_1006655915,257
freyemepo75_1375455206,24
freyjaseduction_360527311,1
friendssport2_1576269981,19
friendssport_1610473368,107
fritoshoes_1223548505,1
frkstore_148671804,1
froylancafe_1680144528,8
ftpmiloshop_914768705,1
fucsiashopping_474618336,1
fuertecrecimiento_1107586933,3
fufrapumedellin_1501962891,1
fulanitoperensejoluisantoniodelbarrioconarepi,11
fulanitoroberto_1129037526,227
fulanitostore_1470170425,1
fulanitostore_551825050,1
fulanitto_1206910861,32
full_616797014,1
fullaccesorios_1037467062,2
fullkbellos_1475534269,207
fullkbellos_931793485,209
fullofertas_1640871447,16
fullregalosfusagasuga_703515650,2
fullshop_597096405,22
fullshop_665140982,1
fullstore2_314938954,1
fullstore_291047922,2
fullstore_410477146,2
fullstoretipster_1392124044,29
fullstyle_595948342,4
fullventas_436021879,1
fullyoyo_901438414,1
fundacionmariadolores_265741655,4
funstore_1179478285,1
furortrend_1427645233,4
futboleroscolombia_971122077,1
futilidadutiles_844741543,2968
futuregold_1093610412,5
fymstore_791942476,177
g27_599786749,1
g73store_1399636294,16
gabbysworldonline_235407056,27
gabrielarodriguez_17023516,132
gabrielchavez_342558335,40
gabshoes_578008895,171
gabyluna_787948460,450
gadgetstorebt_520252584,1
gadspot_686541085,2
gael_1661870990,10
gael_561436893,2
gaelito_353981717,64
gaelshoppi_750035898,1
gafas3d_1595014066,21
gaiaastronomia_879568938,2
gaiashoes_222306547,113
gaiashop_156585386,341
galaxiatel_713284011,521
galaxxyshop_1307069002,3
galaxycharm_1426552413,1
galenusshop_718160292,36
galerianecasa_574976352,351
gales_1533357022,28
galfstore_1493427294,321
galleryfotografia_240793842,4
gamatotalshop_1387613883,2
gambashop_864680193,3
gameboxcolombia_1444699869,9
ganbaru_382269093,68
gangabu_863501991,28
gangacol_1408722770,11
gangaonline_894032140,2
gangazos_1175418436,46
ganomarket_1538690497,1
garajestore_1165982058,1
garapromociones_1204656563,1
garboboutique_1155861034,1
garcitenis_571395630,155
gardenstech_1441124958,97
garibaldistore_1139130936,9
garmalonlineshop_258896289,1
